n;Bn;Un;Cn;Dn;Dn-Cn
53000;2233;19532;618783;835845;217062
53000;1598;19514;545528;718963;173435
53000;2860;19493;696390;735821;39431
53000;3120;19522;562755;697612;134857
53000;1412;19599;649557;899823;250266
53000;3247;19492;530791;772359;241568
53000;1916;19389;510970;747465;236495
53000;3168;19446;648791;827158;178367
53000;3590;19528;599771;704120;104349
53000;2963;19524;684447;844537;160090
53000;2321;19510;658462;718480;60018
53000;2295;19445;542212;780491;238279
53000;3137;19488;506548;753238;246690
53000;2296;19574;513051;665247;152196
53000;2134;19495;585724;703920;118196
53000;2687;19658;587568;749794;162226
53000;2507;19463;640481;760525;120044
53000;2983;19519;569210;766981;197771
53000;2938;19545;595531;780993;185462
53000;3287;19556;569670;671645;101975
53000;1133;19439;550289;732556;182267
53000;1984;19468;667185;703161;35976
53000;1832;19436;617110;718827;101717
53000;1763;19446;631244;714724;83480
53000;2657;19505;658667;810560;151893
53000;3697;19575;604885;686182;81297
54000;1952;19800;697827;830468;132641
54000;1891;19975;544034;718679;174645
54000;2746;19781;726205;784432;58227
54000;2814;19866;721638;725294;3656
54000;2599;19851;529793;819465;289672
54000;2715;19806;572990;731717;158727
54000;2195;19808;604191;1075313;471122
54000;4048;19890;690706;1079066;388360
54000;3189;19731;578927;757178;178251
54000;2501;19823;628251;919115;290864
54000;3372;19889;620788;761599;140811
54000;3592;19891;692895;759029;66134
54000;2793;19861;563539;626586;63047
54000;2113;19976;502993;719605;216612
54000;3319;19823;540217;849763;309546
54000;3097;20032;694784;766104;71320
54000;2692;19943;562476;733655;171179
54000;1458;19980;588808;755300;166492
54000;2627;19895;526411;680152;153741
54000;2674;19874;634208;813079;178871
54000;3922;19872;543953;774897;230944
54000;1414;19939;588041;655820;67779
54000;1758;19909;524840;757695;232855
54000;1758;19818;516243;701971;185728
54000;2835;19871;660982;723003;62021
54000;3012;19816;565813;761764;195951
54000;1357;19944;572698;797948;225250
54000;2792;19803;618669;915893;297224
54000;1660;19919;600168;649802;49634
54000;1923;19916;699355;718671;19316
54000;1006;19929;615125;717979;102854
54000;1982;19910;567881;769879;201998
54000;1499;19810;843956;865221;21265
54000;2250;19808;563415;867509;304094
54000;1169;19806;687663;754985;67322
54000;1916;19890;562220;715464;153244
54000;3207;19855;574005;865901;291896
54000;1548;19792;606314;1063604;457290
54000;4335;19953;529532;784606;255074
54000;1504;19884;538689;818931;280242
54000;1300;19910;587881;653038;65157
54000;967;19876;568157;747560;179403
54000;3100;19877;653243;680385;27142
54000;1170;19930;627139;842122;214983
54000;2815;19869;657250;698290;41040
54000;2807;19884;581701;837045;255344
54000;1813;19784;571572;669713;98141
54000;1424;19747;673731;797449;123718
54000;2447;19638;556085;801799;245714
54000;1676;19881;559505;812707;253202
55000;1809;20288;622599;923099;300500
55000;2642;20163;590738;719642;128904
55000;2871;20252;652112;827858;175746
55000;1632;20201;646991;933860;286869
55000;1815;20263;632721;909848;277127
55000;2340;20267;530678;662130;131452
55000;3458;20272;626630;754909;128279
55000;2766;20241;533646;760389;226743
55000;1953;20210;586694;729244;142550
55000;2032;20344;610055;750439;140384
55000;1970;20197;579030;760664;181634
55000;978;20324;640644;782935;142291
55000;2052;20212;683187;823502;140315
55000;1711;20258;600900;754886;153986
55000;3435;20249;564998;725144;160146
55000;3650;20206;607857;769263;161406
55000;1470;20221;584163;732657;148494
55000;1765;20246;731908;820861;88953
55000;3389;20190;545485;714365;168880
55000;3472;20258;814445;838613;24168
55000;3127;20345;659342;784362;125020
55000;2066;20142;597080;801824;204744
55000;2364;20314;592532;806764;214232
55000;3034;20267;676681;780293;103612
55000;2475;20184;558585;752713;194128
55000;3631;20229;554030;776734;222704
55000;3060;20275;564365;808284;243919
55000;2565;20086;643911;818131;174220
55000;2777;20229;587273;869217;281944
55000;3787;20204;704319;713675;9356
55000;2525;20308;666867;742048;75181
55000;1427;20232;660845;995453;334608
55000;1561;20255;611788;858080;246292
55000;3219;20178;569722;906441;336719
55000;1886;20258;679200;805826;126626
55000;1680;20230;554858;766797;211939
55000;964;20355;666041;1372308;706267
55000;2276;20294;578075;693079;115004
55000;674;20307;883095;982792;99697
55000;1683;20282;644530;844592;200062
55000;3550;20258;596012;926272;330260
55000;2756;20190;598470;819449;220979
55000;3140;20275;601452;756598;155146
55000;2675;20089;674896;698899;24003
55000;2831;20256;609648;748137;138489
55000;1739;20329;612809;814308;201499
55000;2522;20209;721168;727839;6671
55000;1945;20343;630502;708645;78143
55000;3152;20318;506868;721661;214793
55000;1555;20331;726318;897036;170718
56000;2145;20455;650683;759078;108395
56000;5192;20676;604564;744099;139535
56000;2207;20688;736328;778673;42345
56000;4032;20637;593551;663447;69896
56000;2943;20621;652053;720070;68017
56000;2283;20558;547119;755616;208497
56000;3749;20628;712828;985039;272211
56000;1638;20500;600099;803945;203846
56000;4933;20550;587281;702581;115300
56000;1681;20727;609771;969824;360053
56000;1264;20481;605308;724579;119271
56000;826;20611;646861;799322;152461
56000;2454;20438;591319;755595;164276
56000;1909;20578;629654;857051;227397
56000;3616;20611;613390;761090;147700
56000;4007;20593;665786;953480;287694
56000;3024;20619;633361;732489;99128
56000;2046;20629;735179;749773;14594
56000;1434;20467;566226;780545;214319
56000;1822;20693;545942;768762;222820
56000;2345;20569;569466;734690;165224
56000;2610;20571;654901;1005438;350537
56000;2336;20532;599579;719555;119976
56000;2679;20822;641176;803188;162012
56000;3533;20536;592963;729333;136370
56000;2982;20553;639985;701418;61433
56000;4977;20691;634992;665408;30416
56000;2999;20498;686956;723258;36302
56000;2008;20603;707082;819967;112885
56000;758;20545;617251;948755;331504
56000;2906;20612;642953;766020;123067
56000;4141;20626;605809;745274;139465
56000;2372;20458;727059;791850;64791
56000;2122;20495;627446;699463;72017
56000;1393;20577;640662;797120;156458
56000;1637;20521;655277;771430;116153
56000;3045;20653;700874;747240;46366
56000;1352;20488;590816;727045;136229
56000;450;20482;683202;819400;136198
56000;2510;20628;548982;766917;217935
56000;1230;20574;671855;850675;178820
56000;3403;20730;669818;748861;79043
56000;1984;20591;762112;858069;95957
56000;2313;20664;662637;756950;94313
56000;3785;20602;681054;701022;19968
56000;1609;20541;579103;699789;120686
56000;2833;20703;630726;800935;170209
56000;3334;20651;659156;771045;111889
56000;2065;20694;541061;714583;173522
56000;3010;20621;630053;778336;148283
57000;1735;20982;688572;880473;191901
57000;2300;20933;605582;732027;126445
57000;3050;20910;783577;906017;122440
57000;3527;21004;660552;830323;169771
57000;1938;20983;584076;727945;143869
57000;3332;20988;592755;827871;235116
57000;466;21039;718973;768480;49507
57000;2583;20893;593278;763940;170662
57000;3854;21066;721975;769678;47703
57000;4148;21004;701324;819168;117844
57000;4226;20928;626747;801719;174972
57000;2889;21049;771519;997644;226125
57000;2036;21004;666682;764918;98236
57000;2138;20934;693976;914968;220992
57000;1609;21029;605476;783828;178352
57000;1237;20889;637318;786283;148965
57000;2416;20965;702557;873067;170510
57000;2659;21036;569209;683064;113855
57000;1066;20975;670780;757490;86710
57000;2726;20942;592940;736942;144002
57000;2388;20865;697974;778068;80094
57000;3457;20941;684573;870358;185785
57000;2777;20897;738625;764120;25495
57000;904;21059;541099;713410;172311
57000;2467;20915;652829;878376;225547
57000;3049;20913;724643;801664;77021
57000;2877;21057;582888;868397;285509
57000;2734;21026;577487;824126;246639
57000;2466;20878;696694;796100;99406
57000;2456;20993;803859;846167;42308
57000;958;20884;712410;824872;112462
57000;1699;21020;648534;718800;70266
57000;1397;20776;752051;830148;78097
57000;3872;20976;591865;866629;274764
57000;2526;20827;598549;1003384;404835
57000;3871;20913;655797;798469;142672
57000;3180;21002;612160;911377;299217
57000;3451;20917;566360;818801;252441
57000;2017;20935;743912;783050;39138
57000;972;20981;652150;740991;88841
57000;3557;20903;761107;833714;72607
57000;3569;21045;798635;825505;26870
57000;2854;21026;638889;910382;271493
57000;3197;21041;622986;727745;104759
57000;2877;21009;583563;765594;182031
57000;3216;21018;680524;714508;33984
57000;1860;21071;680998;817197;136199
57000;3252;20908;589867;818064;228197
57000;3516;20962;742565;769775;27210
57000;2286;20953;788486;866533;78047
58000;3107;21361;825116;939805;114689
58000;1824;21415;799534;829443;29909
58000;1919;21207;637364;755216;117852
58000;1643;21230;895637;968701;73064
58000;2519;21404;622812;840707;217895
58000;2042;21284;623489;718812;95323
58000;1782;21239;606154;727240;121086
58000;2248;21289;709345;790778;81433
58000;3806;21325;639653;724473;84820
58000;2304;21308;701925;794369;92444
58000;3239;21369;624168;771736;147568
58000;3329;21402;634335;848961;214626
58000;3582;21373;742747;912921;170174
58000;3759;21283;601397;864829;263432
58000;1408;21388;688097;1015479;327382
58000;1215;21415;698126;749717;51591
58000;3825;21331;720826;807407;86581
58000;766;21409;764267;827902;63635
58000;1456;21359;663505;811982;148477
58000;1374;21324;654124;780074;125950
58000;1833;21352;707524;934585;227061
58000;2028;21192;625710;748226;122516
58000;2644;21438;627888;889943;262055
58000;2858;21205;744496;760523;16027
58000;2259;21286;667782;762353;94571
58000;3401;21353;681457;864704;183247
58000;2685;21263;591040;798477;207437
58000;1959;21189;667156;761173;94017
58000;390;21416;597220;804600;207380
58000;1820;21326;587714;794064;206350
58000;1385;21370;791146;804880;13734
58000;1570;21344;651054;995099;344045
58000;2748;21272;957464;1111876;154412
58000;3720;21345;654912;838359;183447
58000;2010;21426;675640;785724;110084
58000;1928;21372;649095;705435;56340
58000;3346;21253;768355;848210;79855
58000;2888;21440;694492;864462;169970
58000;1717;21411;619080;859251;240171
58000;732;21166;610241;744025;133784
58000;2270;21384;669210;816231;147021
58000;3705;21434;767207;832993;65786
58000;1773;21099;655721;695783;40062
58000;3234;21357;706178;875182;169004
58000;3893;21311;594613;755349;160736
58000;1926;21455;625675;806914;181239
58000;3918;21230;540847;723662;182815
58000;3362;21394;695818;825831;130013
58000;5177;21287;624286;732250;107964
58000;2907;21557;735543;810222;74679
59000;3285;21725;636186;777720;141534
59000;815;21652;584426;908109;323683
59000;2709;21788;642075;846110;204035
59000;1930;21748;780902;891584;110682
59000;3135;21695;749570;837540;87970
59000;2763;21852;663849;768425;104576
59000;3097;21755;581672;757552;175880
59000;2786;21765;622852;827670;204818
59000;2497;21720;671297;762015;90718
59000;1362;21735;606163;834779;228616
59000;3402;21746;690140;749629;59489
59000;2762;21654;823713;833227;9514
59000;4172;21645;628538;829110;200572
59000;1572;21682;551373;793375;242002
59000;3020;21602;656776;781849;125073
59000;2762;21607;859134;900038;40904
59000;1996;21813;617716;799384;181668
59000;2206;21866;669083;797087;128004
59000;1484;21653;663467;769411;105944
59000;1388;21707;572700;790565;217865
59000;3881;21726;633655;950156;316501
59000;2038;21637;703369;766921;63552
59000;2977;21755;765282;878435;113153
59000;2161;21786;719788;847419;127631
59000;1340;21582;721092;758871;37779
59000;3289;21680;806551;824930;18379
59000;2399;21599;751653;798251;46598
59000;1496;21631;833395;966582;133187
59000;1881;21658;636565;886797;250232
59000;395;21668;972724;1002679;29955
59000;3197;21670;816587;922276;105689
59000;4365;21755;679844;815068;135224
59000;1612;21792;771596;793083;21487
59000;2299;21722;604546;903870;299324
59000;2161;21753;650179;901394;251215
59000;2329;21699;592732;753099;160367
59000;1660;21659;711376;1044644;333268
59000;3280;21724;756325;975848;219523
59000;2547;21579;602098;754440;152342
59000;3212;21709;611980;761315;149335
59000;3049;21778;598837;732561;133724
59000;1097;21768;756546;843808;87262
59000;2736;21782;727254;755060;27806
59000;2203;21639;639190;759124;119934
59000;946;21682;762078;820954;58876
59000;2298;21831;660821;917055;256234
59000;2609;21650;683286;755123;71837
59000;2413;21732;627736;821498;193762
59000;3752;21719;734785;771894;37109
59000;2618;21688;578297;754553;176256
60000;2777;22132;633375;787434;154059
60000;2652;22055;750139;853594;103455
60000;2600;21998;633967;900574;266607
60000;4396;22092;611462;746997;135535
60000;887;21958;704138;883490;179352
60000;3054;22126;707684;742737;35053
60000;2810;22102;773203;914809;141606
60000;2006;22135;655385;765887;110502
60000;3169;21977;593819;784285;190466
60000;3068;22114;579458;806603;227145
60000;1312;22024;651206;780195;128989
60000;2803;22024;727126;920270;193144
60000;671;22036;674471;944855;270384
60000;1371;22187;825698;843646;17948
60000;2763;22000;797092;803658;6566
60000;4136;22157;675750;841073;165323
60000;2031;22021;687463;934844;247381
60000;1594;21996;702531;770545;68014
60000;1390;22112;704799;1082652;377853
60000;2071;21992;674687;721459;46772
60000;1649;22126;620741;881006;260265
60000;2825;22110;657448;825873;168425
60000;2645;22189;763749;865418;101669
60000;471;22094;725208;790233;65025
60000;1145;21979;823539;863598;40059
60000;3055;22094;645611;773582;127971
60000;492;22089;604850;816748;211898
60000;649;22121;658905;867329;208424
60000;1831;22041;668742;740677;71935
60000;1814;21980;630997;821327;190330
60000;1967;22001;652444;837497;185053
60000;2767;22071;630197;1211475;581278
60000;3761;22072;781342;918869;137527
60000;1515;22019;872868;888573;15705
60000;1213;22047;613666;903998;290332
60000;2301;21964;658776;1175026;516250
60000;2645;22029;734765;998200;263435
60000;2333;22169;671898;819374;147476
60000;2988;22131;726383;759951;33568
60000;2313;22045;619547;813140;193593
60000;3672;22032;631473;879266;247793
60000;2895;22189;662755;837522;174767
60000;3711;22115;668979;867901;198922
60000;3554;22077;644825;992609;347784
60000;2679;22183;662429;846150;183721
60000;1545;22069;723147;817045;93898
60000;2896;22037;689027;765831;76804
60000;2362;22042;646656;786013;139357
60000;2878;22043;717780;932913;215133
60000;3820;22016;633569;917119;283550
61000;3073;22485;638383;788039;149656
61000;3029;22393;686096;821807;135711
61000;4288;22360;713893;808273;94380
61000;3536;22615;695764;989775;294011
61000;3606;22450;736109;832119;96010
61000;2646;22313;626505;783385;156880
61000;1866;22407;699904;749562;49658
61000;2268;22465;647716;800113;152397
61000;3343;22470;679124;816274;137150
61000;4817;22452;807800;908205;100405
61000;3070;22290;818524;883032;64508
61000;4199;22418;655068;819797;164729
61000;1147;22461;635885;943952;308067
61000;1951;22495;820967;832336;11369
61000;2752;22450;638740;921376;282636
61000;4675;22463;680361;827188;146827
61000;945;22456;704334;935637;231303
61000;2947;22485;624762;810774;186012
61000;3912;22464;744914;818144;73230
61000;1273;22374;732114;982048;249934
61000;2391;22471;775464;856035;80571
61000;3016;22419;689288;887170;197882
61000;1269;22515;765961;786303;20342
61000;2559;22464;750143;904580;154437
61000;2766;22563;659676;733169;73493
61000;1894;22364;598686;853082;254396
61000;2429;22436;748430;839877;91447
61000;1030;22454;614536;834211;219675
61000;4266;22504;698308;824916;126608
61000;3318;22456;592175;779016;186841
61000;2108;22444;607071;781051;173980
61000;1465;22552;635718;765257;129539
61000;2608;22326;668810;956078;287268
61000;3382;22497;705272;779973;74701
61000;1865;22415;603811;787332;183521
61000;2452;22398;645276;848084;202808
61000;3011;22422;695046;762838;67792
61000;3986;22472;716101;759585;43484
61000;1912;22450;629443;797832;168389
61000;2994;22376;824767;871711;46944
61000;1933;22407;655053;906339;251286
61000;1324;22532;686632;914859;228227
61000;1382;22541;670713;860777;190064
61000;1669;22521;629335;939241;309906
61000;2683;22272;677994;834297;156303
61000;3044;22430;800433;1005918;205485
61000;2272;22421;748870;809207;60337
61000;2547;22455;746934;873109;126175
61000;2575;22511;648166;831874;183708
61000;2633;22518;682083;809360;127277
62000;2428;22783;657822;1003504;345682
62000;2368;22736;699636;935015;235379
62000;2796;22850;595480;779956;184476
62000;1169;22672;695098;897249;202151
62000;1815;22823;678188;981362;303174
62000;2286;22802;691753;1026676;334923
62000;1914;22830;752707;901455;148748
62000;2675;22771;763873;846158;82285
62000;2524;22663;714617;850961;136344
62000;3911;22815;861855;1011791;149936
62000;1357;22794;685287;806302;121015
62000;2911;22760;682981;862609;179628
62000;2357;22909;962491;1041232;78741
62000;3758;22871;765198;850430;85232
62000;2883;22852;832265;910109;77844
62000;3269;22872;613089;830738;217649
62000;2493;22651;736920;818169;81249
62000;3821;22826;833201;889854;56653
62000;3155;22768;704912;882119;177207
62000;2002;22844;696485;927738;231253
62000;4577;22829;857257;916289;59032
62000;1411;22699;727631;910284;182653
62000;2024;22773;593248;761127;167879
62000;3023;22810;771425;891339;119914
62000;4434;22874;790158;971266;181108
62000;3382;22738;695315;804390;109075
62000;2503;22764;746483;905647;159164
62000;2724;22953;786236;891655;105419
62000;2360;22666;659694;885839;226145
62000;2613;22716;726323;779976;53653
62000;2423;22781;646280;808897;162617
62000;2386;22985;734899;911506;176607
62000;1983;22896;734363;841522;107159
62000;2845;22929;767404;947500;180096
62000;2769;22795;658843;968204;309361
62000;1519;22983;815537;899757;84220
62000;2864;22931;964522;977483;12961
62000;1930;22836;748083;922572;174489
62000;1272;22822;958901;966032;7131
62000;2116;22810;662246;746160;83914
62000;3027;22861;890592;922713;32121
62000;2365;22839;681796;877203;195407
62000;2572;22739;600251;988255;388004
62000;2460;22858;692467;788375;95908
62000;1398;22882;691604;863422;171818
62000;2674;22813;725985;857112;131127
62000;3193;22827;653676;808073;154397
62000;1714;22776;819591;870089;50498
62000;2530;22896;602425;812784;210359
62000;2548;22774;641615;874339;232724
63000;4003;23200;722973;850589;127616
63000;2342;23153;859604;959630;100026
63000;3039;23315;710147;856778;146631
63000;1265;23124;699422;913697;214275
63000;2550;23170;729149;828569;99420
63000;1027;23214;672419;817039;144620
63000;1869;23169;775968;841486;65518
63000;3128;23160;722957;893885;170928
63000;2505;23227;669149;841107;171958
63000;2304;23212;724044;826744;102700
63000;1036;23115;722475;1042674;320199
63000;3843;23120;993412;1346906;353494
63000;3243;23166;806744;1028417;221673
63000;2502;23150;694944;884771;189827
63000;3458;23193;682161;958788;276627
63000;2126;23298;774005;847595;73590
63000;1186;23141;778926;1152751;373825
63000;2188;23136;797487;966781;169294
63000;1990;23363;699664;852577;152913
63000;867;23144;666318;833343;167025
63000;2145;23201;680244;938505;258261
63000;2702;23251;683613;959148;275535
63000;4700;23211;674092;1234496;560404
63000;2716;23186;758109;820394;62285
63000;670;23249;725990;975338;249348
63000;3876;23157;785375;841098;55723
63000;1786;23144;647980;1005043;357063
63000;1808;23168;746939;968649;221710
63000;3312;23180;669959;1068902;398943
63000;1921;23209;722992;1223753;500761
63000;3437;23056;649266;869437;220171
63000;1749;23103;707045;969187;262142
63000;2019;23291;690074;878889;188815
63000;2348;23112;747942;852230;104288
63000;3987;23271;692803;919399;226596
63000;2275;22986;865552;1029499;163947
63000;1821;23115;718577;805147;86570
63000;1747;23159;711616;985844;274228
63000;2341;23245;786805;1221124;434319
63000;2841;23088;609031;1070129;461098
63000;4612;23266;653697;805267;151570
63000;2670;23275;791960;832063;40103
63000;1144;23207;740212;839017;98805
63000;2642;23236;708747;863917;155170
63000;1796;23314;727941;878299;150358
63000;1103;23202;676839;935552;258713
63000;2521;23219;704834;949531;244697
63000;3631;23073;831152;1027721;196569
63000;4101;23199;733772;805691;71919
63000;3377;23059;626275;758972;132697
64000;1521;23486;645303;854527;209224
64000;1824;23486;1093480;1270109;176629
64000;4412;23554;663640;816867;153227
64000;1447;23477;627353;895578;268225
64000;947;23632;708863;952469;243606
64000;4107;23563;766810;794096;27286
64000;2566;23546;863978;940078;76100
64000;5805;23593;879012;968948;89936
64000;1108;23614;768190;899304;131114
64000;2276;23578;695329;825778;130449
64000;3982;23601;724019;858505;134486
64000;4446;23536;686767;939216;252449
64000;1958;23566;917553;1052680;135127
64000;2916;23628;750445;856694;106249
64000;3339;23499;781363;924859;143496
64000;1931;23510;704983;1061777;356794
64000;1926;23599;637632;911450;273818
64000;2969;23519;807897;1023935;216038
64000;3318;23704;790049;880958;90909
64000;1013;23692;757747;823249;65502
64000;2135;23601;679390;883177;203787
64000;2827;23468;684266;1005367;321101
64000;1488;23625;948347;953605;5258
64000;2074;23425;721352;918880;197528
64000;2609;23564;672792;983663;310871
64000;2614;23699;724801;829823;105022
64000;3615;23496;830201;934223;104022
64000;3015;23622;797571;1138106;340535
64000;3116;23448;693223;1000820;307597
64000;3464;23497;660190;945099;284909
64000;2191;23695;849485;994416;144931
64000;4365;23535;729298;830883;101585
64000;4637;23573;677986;851707;173721
64000;2297;23550;817124;861765;44641
64000;2112;23616;843986;983855;139869
64000;1864;23487;832441;1010608;178167
64000;4345;23428;747087;934540;187453
64000;2856;23561;762209;966695;204486
64000;2115;23421;810386;841939;31553
64000;2900;23477;720474;842521;122047
64000;4576;23485;721737;910827;189090
64000;4484;23507;784487;848043;63556
64000;4431;23661;663000;883127;220127
64000;3390;23517;684190;983581;299391
64000;2622;23579;791148;928184;137036
64000;2482;23555;742582;880403;137821
64000;2223;23441;727824;972059;244235
64000;5097;23476;768895;1017412;248517
64000;3516;23521;1178446;1365400;186954
64000;3066;23501;664554;882683;218129
65000;2778;23846;825519;980624;155105
65000;1181;23856;714923;952321;237398
65000;2861;23951;641046;935381;294335
65000;449;23952;668113;1074602;406489
65000;1197;24020;720659;813461;92802
65000;1680;24027;727479;839838;112359
65000;2926;23893;700344;924131;223787
65000;2885;24053;702322;839397;137075
65000;3898;23869;800680;896981;96301
65000;3711;23825;740872;846803;105931
65000;3502;23879;692984;861665;168681
65000;3520;23805;746746;1198999;452253
65000;2625;23908;796751;1154051;357300
65000;2320;24016;629490;949690;320200
65000;1829;23825;675557;816121;140564
65000;3645;23975;974382;1026799;52417
65000;2257;23953;881131;881273;142
65000;2115;24007;716858;1150021;433163
65000;3334;23964;822275;864865;42590
65000;1980;23938;663441;899522;236081
65000;2455;24050;735547;846210;110663
65000;2763;23877;784735;914862;130127
65000;2023;23805;748114;914407;166293
65000;3284;23970;745258;875928;130670
65000;390;24063;820159;867122;46963
65000;1215;23942;719841;853117;133276
65000;1435;23930;601312;813986;212674
65000;2665;24011;825242;958769;133527
65000;2724;23872;769457;925700;156243
65000;994;23929;698568;1024446;325878
65000;2506;24021;697549;898487;200938
65000;2040;23976;706189;888915;182726
65000;2799;23991;664701;867417;202716
65000;1207;23881;650753;905697;254944
65000;947;24013;874594;957296;82702
65000;2695;23943;808602;884442;75840
65000;1718;24036;729981;870640;140659
65000;2387;23909;652141;915014;262873
65000;4326;23887;685746;945847;260101
65000;2585;23939;698103;862221;164118
65000;951;23875;697617;1044767;347150
65000;2060;23928;657154;1175595;518441
65000;1410;23820;805874;1079411;273537
65000;3392;24023;687438;901717;214279
65000;2694;23903;879942;1004168;124226
65000;2361;24006;827408;853680;26272
65000;3799;23962;749768;968404;218636
65000;2803;23924;645568;916226;270658
65000;2050;23856;836841;1021601;184760
65000;4083;23928;708635;1117432;408797
66000;2725;24308;771212;933013;161801
66000;1933;24181;703332;824973;121641
66000;3555;24118;727011;955100;228089
66000;1774;24281;711401;993040;281639
66000;1594;24267;810312;952570;142258
66000;3308;24293;815948;1055626;239678
66000;2911;24303;781681;984827;203146
66000;2714;24313;690790;900039;209249
66000;2257;24353;802689;991163;188474
66000;2875;24246;988648;1093229;104581
66000;3166;24313;831521;865841;34320
66000;2570;24135;794287;1094269;299982
66000;4213;24325;810445;992319;181874
66000;2175;24213;780110;950169;170059
66000;3390;24347;701663;801704;100041
66000;2281;24278;704083;1059165;355082
66000;2582;24328;827359;934564;107205
66000;4746;24248;856488;996663;140175
66000;3077;24363;818734;852257;33523
66000;2979;24313;733633;936226;202593
66000;3766;24297;715938;943657;227719
66000;2014;24292;768489;997682;229193
66000;4017;24371;753189;1150260;397071
66000;2834;24363;703357;843802;140445
66000;2742;24215;785407;947200;161793
66000;2661;24394;961129;1026443;65314
66000;3673;24252;693704;1015804;322100
66000;2565;24376;761905;984639;222734
66000;1289;24193;840983;880455;39472
66000;1271;24246;691530;877117;185587
66000;1891;24343;733143;1010993;277850
66000;3457;24361;812584;1136806;324222
66000;638;24371;803331;908868;105537
66000;3344;24219;711600;1062423;350823
66000;1935;24396;763580;930625;167045
66000;2755;24338;683824;865977;182153
66000;4315;24207;800976;997350;196374
66000;3343;24344;735560;885389;149829
66000;3423;24282;768292;827062;58770
66000;3270;24294;771304;1140584;369280
66000;2990;24212;833968;877961;43993
66000;2465;24296;822005;983913;161908
66000;1420;24232;786767;864717;77950
66000;2939;24372;718062;927389;209327
66000;1889;24377;782254;990157;207903
66000;2107;24178;729010;959768;230758
66000;3877;24307;717489;804721;87232
66000;2691;24188;689729;969010;279281
66000;2571;24100;682231;1074274;392043
66000;1248;24185;709541;929458;219917
67000;2193;24597;933245;952195;18950
67000;1543;24688;796716;1039895;243179
67000;3510;24799;724082;1019533;295451
67000;2084;24701;713241;932113;218872
67000;4479;24663;882282;1110536;228254
67000;3676;24873;786878;1046045;259167
67000;4273;24746;866537;930079;63542
67000;3056;24771;973716;1099821;126105
67000;2331;24608;712632;1244809;532177
67000;3329;24721;935921;972234;36313
67000;2950;24652;751285;829107;77822
67000;3386;24771;769577;846051;76474
67000;1770;24668;712033;1166994;454961
67000;1983;24791;799688;949224;149536
67000;3011;24621;714137;1280220;566083
67000;1723;24460;710056;988211;278155
67000;2316;24812;803911;875589;71678
67000;2695;24488;748175;925204;177029
67000;3070;24716;670527;882876;212349
67000;4040;24708;780911;1059598;278687
67000;1623;24587;677039;1039186;362147
67000;2485;24718;782788;967318;184530
67000;2206;24718;761095;964374;203279
67000;1703;24701;799324;1105138;305814
67000;1724;24519;730084;919713;189629
67000;4109;24873;719259;999140;279881
67000;3902;24548;746173;912798;166625
67000;4827;24677;757349;1050654;293305
67000;2894;24600;688257;892520;204263
67000;1841;24627;786044;930466;144422
67000;1540;24747;840700;1003272;162572
67000;2445;24660;758660;882953;124293
67000;3338;24804;853707;975024;121317
67000;3316;24507;693756;951532;257776
67000;1024;24640;793840;1111631;317791
67000;3003;24599;791894;883955;92061
67000;3721;24686;776680;843749;67069
67000;2700;24423;819345;1005434;186089
67000;2048;24746;700964;982820;281856
67000;2841;24712;717932;909853;191921
67000;3878;24660;746747;916170;169423
67000;3070;24631;790601;812309;21708
67000;3195;24706;746684;943946;197262
67000;2761;24640;822596;1048100;225504
67000;2614;24628;846656;883486;36830
67000;2183;24665;837894;1000208;162314
67000;1268;24694;741046;1097503;356457
67000;986;24669;908287;951949;43662
67000;3081;24587;869112;1116484;247372
67000;3738;24644;732075;940907;208832
68000;4370;25004;869009;1051128;182119
68000;3422;24943;998575;1135927;137352
68000;3378;24890;788686;928605;139919
68000;2351;24990;940717;993629;52912
68000;2863;25133;760188;933027;172839
68000;2878;24956;678786;1082762;403976
68000;1955;24923;700575;1181199;480624
68000;3624;25081;761165;886918;125753
68000;4458;24981;740245;910172;169927
68000;4259;24891;647260;926313;279053
68000;2154;25032;803099;882208;79109
68000;2550;25065;941493;987991;46498
68000;2863;24919;816560;986031;169471
68000;1908;24918;791607;846184;54577
68000;2033;24966;707473;997048;289575
68000;2102;25085;835305;918275;82970
68000;1044;25023;792145;904378;112233
68000;2324;24936;723202;934133;210931
68000;1486;24999;757769;956052;198283
68000;4206;25069;1375900;1413725;37825
68000;5114;25014;667743;885069;217326
68000;2782;24957;762972;974367;211395
68000;2268;24970;754688;974589;219901
68000;1923;24990;812122;903962;91840
68000;5408;25085;811507;1013112;201605
68000;4417;24884;723218;925337;202119
68000;3739;24971;1187366;1188920;1554
68000;2018;25007;715263;883665;168402
68000;2381;25017;726648;1039638;312990
68000;2471;25132;735655;1054697;319042
68000;1491;24969;777264;1027694;250430
68000;4341;25105;854578;972027;117449
68000;1481;25006;720575;863713;143138
68000;3847;24950;820837;1241300;420463
68000;5503;25067;703963;921688;217725
68000;1632;25079;793560;982199;188639
68000;2270;24988;804841;1083888;279047
68000;2170;25049;698019;1091420;393401
68000;2415;25021;810678;897660;86982
68000;2395;25009;886563;1110559;223996
68000;466;25099;730316;945143;214827
68000;1194;24947;680900;1103949;423049
68000;1262;24942;871260;983327;112067
68000;1422;24965;813944;1049821;235877
68000;2588;24988;681507;943321;261814
68000;1971;24816;824784;979858;155074
