n;Bn;Un;Cn;Dn;Dn-Cn
43000;2354;15894;489929;546604;56675
43000;2466;15910;439063;581770;142707
43000;3585;15810;480420;607090;126670
43000;1671;15756;446446;622613;176167
43000;1701;15824;439708;532982;93274
43000;795;15762;478873;612800;133927
44000;2069;16242;483494;761266;277772
44000;740;16256;606118;670052;63934
44000;2051;16298;504904;650212;145308
44000;2675;16000;427561;639540;211979
44000;1097;16190;438711;581302;142591
44000;1413;16171;515669;586355;70686
44000;2513;16169;501417;582827;81410
44000;1909;16075;407184;604042;196858
44000;1783;16190;430415;561932;131517
44000;2751;16100;499957;672829;172872
44000;1425;16114;451906;598028;146122
44000;2788;16270;481788;738898;257110
44000;1885;16199;435268;768817;333549
44000;1109;16124;484909;604489;119580
44000;2724;16294;479501;540105;60604
44000;738;16123;565178;580404;15226
44000;2559;16010;465801;534621;68820
44000;2181;16209;519906;597482;77576
44000;2239;16301;467355;571522;104167
44000;1629;16233;512417;593540;81123
44000;2738;16212;448427;598385;149958
44000;1681;16162;439678;535198;95520
44000;3052;16309;489771;553902;64131
44000;892;16124;444178;613452;169274
44000;2502;16238;422593;591339;168746
44000;3031;16175;544649;626764;82115
44000;2906;16144;445497;553250;107753
44000;2114;16262;504872;635085;130213
44000;1931;16106;539767;563388;23621
44000;877;16255;445484;622105;176621
44000;1138;16123;499838;584259;84421
44000;1140;16151;502374;600385;98011
44000;3074;16228;464626;525327;60701
44000;2526;16258;455567;595159;139592
44000;2338;16255;425564;593897;168333
44000;2410;16272;443472;643372;199900
44000;1999;16165;434794;608075;173281
44000;1286;16165;414835;612994;198159
44000;2721;16219;438619;593499;154880
44000;1172;16087;502354;553751;51397
44000;1692;16119;488499;615968;127469
44000;1284;16180;473885;543952;70067
44000;870;16209;451559;585248;133689
44000;2611;16301;561730;613892;52162
44000;2354;16311;461569;653959;192390
44000;2015;16116;440359;598855;158496
44000;1495;16186;519563;584392;64829
44000;1732;16206;507344;604248;96904
44000;2817;16135;553575;637499;83924
44000;1142;16263;451782;525701;73919
45000;2765;16559;496707;628843;132136
45000;2430;16557;489357;672354;182997
45000;3498;16506;535325;612623;77298
45000;3438;16525;434656;687533;252877
45000;2810;16501;513764;597155;83391
45000;1449;16668;657776;690377;32601
45000;2448;16558;616855;835282;218427
45000;959;16533;620641;622163;1522
45000;2311;16511;463607;616274;152667
45000;2816;16621;534856;572004;37148
45000;1512;16551;461502;573010;111508
45000;1142;16520;470234;599971;129737
45000;1852;16548;432481;599060;166579
45000;3655;16341;456808;690390;233582
45000;808;16649;452923;632130;179207
45000;412;16578;439141;623851;184710
45000;1380;16519;466054;680586;214532
45000;1326;16723;460137;553677;93540
45000;1723;16565;442173;631550;189377
45000;2810;16531;435279;583543;148264
45000;1566;16597;416389;642074;225685
45000;2799;16515;547489;592575;45086
45000;2937;16449;496593;582596;86003
45000;1592;16510;573393;579938;6545
45000;2118;16491;696963;718397;21434
45000;1468;16537;665493;687663;22170
45000;2204;16556;480083;740449;260366
45000;666;16584;515227;600916;85689
45000;2433;16569;672254;769782;97528
45000;1745;16626;457125;673690;216565
45000;1442;16429;501653;651024;149371
45000;1239;16483;509574;611064;101490
45000;1945;16659;489890;724848;234958
45000;2619;16625;571188;666878;95690
45000;2374;16527;538767;601156;62389
45000;356;16460;451345;567589;116244
45000;865;16668;577684;620585;42901
45000;1433;16543;435386;588036;152650
45000;3082;16519;558132;599367;41235
45000;920;16517;486974;568478;81504
45000;1952;16563;514740;608637;93897
45000;2371;16715;499456;600919;101463
45000;1665;16457;471589;652947;181358
45000;1476;16504;489086;626760;137674
45000;2067;16626;497861;633920;136059
45000;3442;16447;424419;744571;320152
45000;2125;16544;531722;588320;56598
45000;1800;16522;456523;650668;194145
45000;975;16575;422993;590569;167576
45000;1832;16578;517611;668497;150886
46000;2648;16894;489384;589521;100137
46000;2474;16789;509821;652481;142660
46000;2269;16880;514678;731242;216564
46000;2486;16899;508949;605979;97030
46000;4245;16944;542600;587669;45069
46000;2233;16970;523361;600760;77399
46000;2580;16847;493011;559507;66496
46000;2015;16903;512953;642772;129819
46000;3071;16931;571930;674079;102149
46000;4127;16886;430543;541857;111314
46000;2110;16920;577449;681013;103564
46000;2216;17009;530105;652097;121992
46000;1155;16890;550526;656755;106229
46000;3594;16945;548586;709973;161387
46000;1610;16883;551745;599310;47565
46000;2183;16970;530489;633007;102518
46000;1488;16916;516482;574876;58394
46000;1311;16903;484201;627894;143693
46000;2129;16883;541912;588279;46367
46000;2563;16894;464134;610497;146363
46000;1043;16930;533016;605872;72856
46000;2243;16999;645120;793786;148666
46000;3215;16900;521664;742593;220929
46000;1485;16981;577501;824782;247281
46000;2558;16962;480090;582759;102669
46000;2031;16952;559543;643526;83983
46000;1357;16958;540493;640562;100069
46000;2958;16807;488038;646983;158945
46000;1289;16896;505651;627015;121364
46000;1897;16867;520021;608674;88653
46000;1523;16997;597826;675293;77467
46000;1966;16942;469230;670639;201409
46000;3048;16809;612255;649960;37705
46000;1347;16974;475663;665506;189843
46000;1607;17060;504675;588727;84052
46000;1727;16918;552364;693987;141623
46000;2506;16852;493484;600847;107363
46000;2151;17059;452371;605349;152978
46000;2614;16834;514088;625990;111902
46000;1673;17069;446590;658209;211619
46000;1548;16932;447980;583651;135671
46000;1205;16838;589922;655490;65568
46000;2760;17041;463803;676225;212422
46000;2147;16898;453666;611409;157743
46000;1699;16924;417990;552794;134804
46000;2118;16932;488696;588532;99836
46000;1975;16936;515216;608517;93301
46000;1706;16962;493650;700794;207144
46000;2120;16905;524044;764503;240459
46000;1610;16970;481759;625197;143438
47000;2665;17306;561198;594765;33567
47000;2168;17291;551656;654411;102755
47000;2486;17195;511768;600944;89176
47000;2136;17342;517457;573410;55953
47000;1108;17311;559722;708776;149054
47000;2096;17230;481534;595748;114214
47000;1046;17147;529013;666884;137871
47000;2224;17221;508022;570023;62001
47000;2289;17234;516682;677549;160867
47000;2750;17271;562616;683491;120875
47000;1667;17292;531159;625311;94152
47000;2237;17203;487250;873691;386441
47000;1772;17239;614410;720668;106258
47000;2106;17248;504198;696228;192030
47000;3288;17305;478849;666486;187637
47000;1140;17250;508816;610059;101243
47000;1065;17282;681754;718564;36810
47000;1496;17081;637776;812374;174598
47000;1144;17237;489553;713657;224104
47000;3553;17451;639190;690088;50898
47000;3705;17269;515657;631631;115974
47000;2178;17454;594228;658593;64365
47000;2474;17351;500225;645790;145565
47000;1728;17381;610603;651745;41142
47000;1146;17306;496887;576604;79717
47000;1456;17282;702154;809285;107131
47000;4386;17323;460336;669935;209599
47000;2532;17234;538000;759792;221792
47000;1425;17291;519542;745119;225577
47000;2876;17249;544772;724799;180027
47000;3152;17281;462515;616368;153853
47000;2200;17266;435595;589431;153836
47000;1933;17321;481795;619944;138149
47000;1745;17296;475893;660769;184876
47000;1603;17264;514048;594754;80706
47000;2137;17280;535292;633148;97856
47000;938;17314;565940;671661;105721
47000;2576;17371;608850;700191;91341
47000;2002;17298;536633;690934;154301
47000;3275;17183;565233;656618;91385
47000;816;17239;496936;704974;208038
47000;1344;17339;559936;625487;65551
47000;2804;17270;613318;637209;23891
47000;2534;17179;482105;675879;193774
47000;2340;17297;607714;661800;54086
47000;1373;17294;526322;694642;168320
47000;1965;17435;496009;632147;136138
47000;3194;17251;581878;737626;155748
47000;1995;17440;562088;667882;105794
47000;2672;17330;450874;576909;126035
48000;1007;17686;572621;762058;189437
48000;2145;17648;599665;686697;87032
48000;2924;17673;619576;653268;33692
48000;1138;17769;496770;696197;199427
48000;1551;17680;537541;648169;110628
48000;2299;17693;506972;613071;106099
48000;3660;17562;552588;655074;102486
48000;2582;17739;622473;679402;56929
48000;2049;17748;469720;650853;181133
48000;2451;17769;502160;589509;87349
48000;1148;17742;468489;865781;397292
48000;2568;17665;483844;560251;76407
48000;1613;17621;459385;640750;181365
48000;1531;17571;626993;717976;90983
48000;895;17633;544605;629871;85266
48000;2425;17607;633302;755578;122276
48000;2297;17617;612285;865325;253040
48000;1818;17686;484770;657952;173182
48000;1065;17566;522445;602339;79894
48000;2266;17488;538750;713735;174985
48000;2700;17665;689626;701613;11987
48000;800;17625;509147;667747;158600
48000;2065;17630;495524;634847;139323
48000;2371;17605;540910;614984;74074
48000;1371;17677;648080;669587;21507
48000;1605;17555;516767;609784;93017
48000;3211;17731;526334;666986;140652
48000;3305;17642;477628;631697;154069
48000;2338;17576;570178;775980;205802
48000;2985;17632;453267;689444;236177
48000;1764;17731;555824;658675;102851
48000;1706;17833;520797;623328;102531
48000;2577;17734;528773;651772;122999
48000;2531;17689;474135;685658;211523
48000;1576;17516;489624;622743;133119
48000;984;17712;531899;719440;187541
48000;2999;17623;609857;635964;26107
48000;2815;17726;568873;704277;135404
48000;2995;17654;615358;630845;15487
48000;2018;17640;545103;693302;148199
48000;2033;17637;625446;694017;68571
48000;1959;17767;591375;747140;155765
48000;3283;17559;603032;718399;115367
48000;1772;17727;496166;718477;222311
48000;3363;17734;726435;765603;39168
48000;2200;17664;465497;785070;319573
48000;2250;17742;529215;651989;122774
48000;1863;17641;483289;635562;152273
48000;3316;17598;535796;739965;204169
48000;3387;17618;549425;731342;181917
49000;1379;18013;596797;799309;202512
49000;2752;17921;612104;634271;22167
49000;904;18042;499193;606886;107693
49000;2583;18110;504659;659571;154912
49000;2843;18097;506086;750695;244609
49000;2279;18062;573861;749171;175310
49000;3442;18077;557921;641651;83730
49000;1655;17947;523894;648629;124735
49000;3636;17964;549941;867181;317240
49000;1438;18084;621462;664641;43179
49000;2331;17999;486541;599154;112613
49000;1841;17973;590587;691546;100959
49000;2345;18020;464384;665887;201503
49000;2497;18048;542185;674116;131931
49000;1809;18013;544086;647624;103538
49000;3192;18090;681802;821777;139975
49000;2657;17928;545191;747722;202531
49000;1741;18037;637648;717795;80147
49000;4244;18028;597329;658862;61533
49000;2825;18019;576446;642119;65673
49000;3860;17887;573680;946858;373178
49000;3014;18097;567599;661737;94138
49000;2666;17955;487400;661440;174040
49000;3393;17972;525063;670136;145073
49000;2921;18018;502423;619626;117203
49000;1376;18071;547970;645418;97448
49000;1982;18052;621992;666199;44207
49000;2991;18082;521751;595052;73301
49000;2558;18043;559910;904023;344113
49000;1034;18043;470711;719188;248477
49000;1760;18010;479610;664897;185287
49000;3440;18061;551417;817196;265779
49000;3625;18042;511986;758861;246875
49000;3218;18035;511653;688202;176549
49000;2616;17864;550612;688516;137904
49000;2322;18005;562981;724807;161826
49000;884;18010;678120;736009;57889
49000;1737;17993;562096;686793;124697
49000;2010;18053;553785;700798;147013
49000;1087;18045;533567;615014;81447
49000;2112;17964;463397;733882;270485
49000;2396;17974;505319;638315;132996
49000;996;18013;590363;750207;159844
49000;2516;18021;557330;608734;51404
49000;1964;17978;531194;858668;327474
49000;1345;18079;544645;760466;215821
49000;3993;18049;531452;646500;115048
49000;1411;18012;521811;575641;53830
49000;682;17920;530191;785038;254847
49000;2213;17948;686574;730703;44129
50000;1469;18409;592250;803843;211593
50000;854;18334;632863;705002;72139
50000;3545;18280;516730;649087;132357
50000;1092;18388;586425;699261;112836
50000;2656;18349;614810;732628;117818
50000;2243;18520;559757;740001;180244
50000;1549;18406;697975;772601;74626
50000;1612;18331;552524;645032;92508
50000;1554;18431;525867;743966;218099
50000;2175;18415;557946;655289;97343
50000;1441;18338;578165;644170;66005
50000;2316;18409;599472;733509;134037
50000;2447;18271;540250;645998;105748
50000;3928;18315;480498;620024;139526
50000;1312;18531;508061;685199;177138
50000;2305;18399;631508;691222;59714
50000;1669;18417;697493;750907;53414
50000;2418;18305;539875;635948;96073
50000;3928;18370;603300;688879;85579
50000;2524;18469;529897;713408;183511
50000;1794;18335;519078;621397;102319
50000;1530;18452;538132;720090;181958
50000;2692;18378;629313;663966;34653
50000;1826;18298;478682;710660;231978
50000;1693;18377;534201;695896;161695
50000;1202;18440;669973;670907;934
50000;1013;18433;536523;684875;148352
50000;1425;18311;623516;793432;169916
50000;2878;18385;435088;633504;198416
50000;1427;18489;511683;603620;91937
50000;2095;18385;571533;625978;54445
50000;1572;18435;720441;776955;56514
50000;1915;18354;713469;772020;58551
50000;1691;18421;613319;670625;57306
50000;1703;18532;527995;785563;257568
50000;1996;18351;595891;784736;188845
50000;2092;18385;625561;799400;173839
50000;3729;18521;573886;675296;101410
50000;1749;18418;617777;738983;121206
50000;3216;18540;570360;680108;109748
50000;1924;18310;481613;627643;146030
50000;2721;18449;566368;584862;18494
50000;1218;18431;555356;668898;113542
50000;2931;18346;490135;695239;205104
50000;1196;18398;484401;657548;173147
50000;1169;18441;573724;644893;71169
50000;569;18497;561691;712476;150785
50000;2308;18438;635525;654206;18681
50000;1333;18482;513865;650104;136239
50000;3225;18453;691257;695346;4089
51000;1980;18785;542675;731862;189187
51000;2734;18756;546634;650827;104193
51000;1719;18876;560810;715652;154842
51000;2013;18785;516270;700148;183878
51000;1311;18748;566166;801543;235377
51000;1378;18818;589666;632028;42362
51000;3037;18845;631652;793658;162006
51000;2107;18879;545889;759703;213814
51000;3515;18657;618013;698042;80029
51000;2206;18728;570292;701993;131701
51000;4008;18781;539589;693692;154103
51000;1809;18838;582236;633435;51199
51000;2284;18707;637075;682159;45084
51000;2993;18747;559625;656098;96473
51000;3564;18859;508164;704846;196682
51000;2522;18563;519498;653508;134010
51000;2360;18666;560412;747814;187402
51000;303;18779;502136;701241;199105
51000;3105;18719;606562;679717;73155
51000;1868;18728;586086;685941;99855
51000;1382;18761;691228;746808;55580
51000;3392;18806;568650;628072;59422
51000;1943;18778;558554;676926;118372
51000;1102;18690;581655;638118;56463
51000;370;18769;539663;636619;96956
51000;2803;18675;528623;808791;280168
51000;2085;18859;537072;618038;80966
51000;3085;18781;551362;617955;66593
51000;1767;18763;694610;711293;16683
51000;1244;18761;572351;704778;132427
51000;1506;18668;533321;717981;184660
51000;1450;18745;641429;788401;146972
51000;1633;18905;579704;650453;70749
51000;618;18768;512102;700392;188290
51000;2497;18833;652383;684837;32454
51000;1084;18681;532213;670494;138281
51000;1680;18728;593568;698028;104460
51000;2661;18853;500293;724654;224361
51000;3270;18864;739506;758723;19217
51000;1491;18657;639926;646387;6461
51000;2738;18797;559576;696773;137197
51000;2575;18787;552395;659304;106909
51000;3047;18796;573548;652427;78879
51000;1038;18649;685716;761391;75675
51000;2255;18705;568367;694652;126285
51000;433;18724;537119;682639;145520
51000;3134;18754;592736;659607;66871
51000;707;18706;583625;741759;158134
51000;2291;18873;608259;691357;83098
51000;2139;18746;551230;644549;93319
52000;3771;19038;586345;711593;125248
52000;1196;19116;683110;820398;137288
52000;2243;19162;716565;730366;13801
52000;2342;19135;568893;693645;124752
52000;2649;19088;641478;744646;103168
52000;1507;19110;606828;799564;192736
52000;2506;19109;535388;825034;289646
52000;979;19195;579244;739692;160448
52000;2546;19149;580390;697941;117551
52000;1551;19146;544111;710405;166294
52000;3151;19040;532901;628323;95422
52000;1507;19349;591703;710243;118540
52000;214;19091;623990;754064;130074
52000;3342;19004;524357;787575;263218
52000;2320;19065;596004;750108;154104
52000;2143;19106;650574;911215;260641
52000;3969;19129;709808;758100;48292
52000;1926;19212;517717;683063;165346
52000;2586;19052;515250;814280;299030
